"{113VdSwhq9kDhdQhKDNjUirudSHoJAZAR9}\t"	[1, 7126.886]
"{1HSQsBy51JteEXMmsNMqp1vkwjLqNXtJmA}\t"	[89, 7749.80648147]
"{1HSTghAyPGcv11c2YTGA8mo2FXn8ydszwK}\t"	[90, 19000.0]
"{1HTEBLgiCVyAdogjetp2LzF7BR4auPUE2V}\t"	[91, 6114.72246684]
"{1HTUNHDdppSB3sRy72wpiWsgtkdgkcJ1pF}\t"	[92, 49990.0]
"{1HTeNRRV6GbVcoA3tdinsFfSghmVWJk6j4}\t"	[93, 42402.076]
"{1HUHDecZnWwqYNJTLmMiLe3vSsDiKa1n2r}\t"	[94, 7114.95983337]
"{1HUWEBStec9XmdtFQ8opog7ybhnrD1KnoN}\t"	[95, 8357.56232976]
"{1HUnfSqDYNbE1AYrc8hxF4PZ5iUgjekVYi}\t"	[96, 40000.0]
"{1HVJQYaoCdjwV153F9cQps55x86yYb27y2}\t"	[97, 7125.0120347]
"{1HVTgSGSMsYN5yq2D7BwTqg2zwJFqmteGm}\t"	[98, 4975.0]
"{1HXyE8tcojFLEwncqGqMkWiocLZV26TzyG}\t"	[99, 4469.7246455]
"{1HYg2nH7XZp3wxyVdakWdMDRb2LPdPVoGG}\t"	[100, 4467.48333517]
"{1HZLPEk3oEAndAEBBZKnXiA44DLhVn7dgV}\t"	[101, 4062.80681033]
"{1HacKKpJ9xkoWy4DhwnQiSrjUtasJtyJFA}\t"	[102, 6095.39363776]
"{1HatxjQU2BAHL4BRaYtoJrLbk9Pk8dUffP}\t"	[103, 6510.0]
"{1Hbv5S4Txg3n3uMAWWsJRm48c6WRVp5R6X}\t"	[104, 10000.0]
"{1HcYY7PADTuAtJuMEFB3BCkQNro2LnhiEA}\t"	[105, 11518.3917277]
"{1HcvpAqgS3GScuNai6TNsszAbTYBgGpNMR}\t"	[106, 4655.0]
"{1Hdcc6BFRVwDut9aNnqWJdzTGigUtCdebb}\t"	[107, 7943.16259096]
"{1HdnCAj7YnDJ9KtNMTn3pR9wj2XeVmVsbx}\t"	[108, 6111.91545213]
"{1HdpMVGwtojbCXxLHWFsH7nBG3iNsr9Rwa}\t"	[109, 6768.48510676]
"{1HeQ22k77VL3vYX2nMS647q1F5DgvfqdtE}\t"	[110, 44212.2530422]
"{1HgCoxtfXD8zSqnFLCxG7DRnKiZ99ATier}\t"	[111, 6000.0]
"{1HgiGoaW54GhcsYW1RYkhouBXTPE8a4UYd}\t"	[112, 4080.13188851]
"{1Hh7rscRtNQYqerueBCTZZCG5996E1W9xg}\t"	[113, 6189.13762533]
"{1HhZS5Eef2kPx4UAM8bLYQvrwQ68RiKtpn}\t"	[114, 5000.0]
"{1Hhn7bzZ6zqjmsbMiNp1PsceeecCL1Wxe2}\t"	[115, 7636.68871422]
"{1HiWWzYGKbQxKTLJDeCRAkRMxzMR2f9Zz7}\t"	[116, 7000.0]
"{1HmGwNeiWQoU1n8wBHxLbya8j86uqPmmK7}\t"	[117, 5000.0]
"{1HmMqFPHN35zW9RnKZf53HtQQz8H3g5xva}\t"	[118, 6217.73768443]
"{1HmvEd8SdTMzHtrpQQyhq2BfPkMDf2Zxkj}\t"	[119, 4550.0]
"{1HnKvhPkwwciDskgMg3Tsk2mSjZBR535oT}\t"	[120, 5662.34439757]
"{1Hq139o48YCwns4pkPh5UKJeDmjwdT6f9X}\t"	[121, 5000.0]
"{1HtGzkN4hzCKa2xsjobp7BqeMfjiMMmcoH}\t"	[122, 4674.52101777]
"{1Hv219CZgyHB39kVzL8k2asnYjJdVknaBE}\t"	[123, 5000.0]
"{1HwJxMi3rRC9okhRmqPaU7JmkDDDTD8Asz}\t"	[124, 4706.76]
"{1HwtMP6AHZWHhBPPTPx4c1ZWVw4ao42Ye5}\t"	[125, 8000.0]
"{1HwzjibynaiK991yxvnjDDqNYaoKmsRczs}\t"	[126, 4254.5680372]
"{1J1WWbuwdgh7fbN6g4ZLVyWYTKEVFBmxLF}\t"	[127, 4783.57497235]
"{1J1v8Ka2cjRVrkviFk77dSen3m7FPBU1PE}\t"	[128, 4632.26410855]
"{1J2nqaDqAfUY15CjTDzAcgGDxGDGJFjnDe}\t"	[129, 6718.0]
"{1J4ZWhsMkRsQ1mRDMQ5ALQmozJLo1AJpjZ}\t"	[130, 5000.0]
"{1J58RUt9Wfr19ZN1M49ne8LdmuCr5tURAW}\t"	[131, 4219.17342]
"{1J61E2QFYwAfDwG85vnThoB5U9R6AfusQ3}\t"	[132, 11329.18]
"{1J6NQfXnMFLEWBXTVgj4Cotp1TEsGNZUnK}\t"	[133, 4888.78017543]
"{1J6RzcprreVAK2wWq22J92CnTJbJaHmu1X}\t"	[134, 7109.46530116]
"{1J7kn9Xy2iTm6sscQNG3vjroQf4XHKefxT}\t"	[135, 6635.37]
"{1J8RFgQbKct9STF2Bd6hnMv4x97aru7GiX}\t"	[136, 4302.10138501]
"{1J8ks1chaRJvKdX29oDaVH4fToSRzKuyLF}\t"	[137, 4097.0]
"{1J9ovKpRTegNdvmfpBu7txhR7MoUX2hJEH}\t"	[138, 7997.0]
"{1JAuUz9V9NgKsTvgk64c8FxKaYZqVrAeVw}\t"	[139, 4428.47340839]
"{1JCAxj2STYzCfMb1ZnRuSWBHk6sJWXVEr}\t"	[140, 9277.45008603]
"{1JDg2HzCYJA65jHRDynHAS56k2XXc9cjCJ}\t"	[141, 6884.04770585]
"{1JDjuSXUsoTqNST9SoRfYHUvAmUyU3kRwo}\t"	[142, 7311.35673737]
"{1JEXfctK7QXn5dbqrMu9PiaSQ6bsieLadE}\t"	[143, 4333.38544018]
"{1JFXQhnX6V38inxoBy5jDm9KgjeKx6nFp7}\t"	[144, 4970.9997]
"{1JFuC4xYTcGc9VCjE3q7wKcxFQQ8uMo2NP}\t"	[145, 4753.59818008]
"{1JGRGawZf1rZN291vFJe3SeTdr19tG5E1a}\t"	[146, 8000.0]
"{1JHUBbUhc8iSeDWbgMiUCfEMjQZWsn4phE}\t"	[147, 4209.44536236]
"{1JJagsYixL6rJ1ePpewJ65v8EK3b73jCi8}\t"	[148, 6281.0]
"{1JJtgj9h7LfD18iaaNZn9wvyikGXPA8Csb}\t"	[149, 8953.87786458]
"{1JKismeSsfCxp4amUqa9ketfbcjiAeYFA8}\t"	[150, 4994.95]
"{1JLG3UL6QiaJXjHersNE6t5Lr9Wo8U6ZqY}\t"	[151, 8143.17930015]
"{1JLfihhPwyJPktLmbrDr3uD8wrfhK5LiJ5}\t"	[152, 21850.0]
"{1JMPofaycssfjTNUYXNzBFLHdNjJhwB9qN}\t"	[153, 4999.9999]
"{1JNBuPqf8xDsazkjWapJ4pHzMCBQb1Wput}\t"	[154, 8537.66763407]
"{1JNH4PnUqJcmSwnano8pZoyhHNyiBAQwcy}\t"	[155, 5052.498]
"{1JNrBTABLRHy5JAe9z1RXcsBGR5gZoEqgY}\t"	[156, 14725.31368496]
"{1JPJUr7mZPc2eBB8uztXKbdk1gEwiHP2ay}\t"	[157, 9500.0]
"{1JQNGAZWUPziy7rMssUb5y4XnZsZJWeozf}\t"	[158, 7126.8858]
"{1JSEMfhaZgbmBdqUdVE2vXgPBUYBSVZ1br}\t"	[159, 6542.43]
"{1JUwuVfgYu9jDWVAt9ptx9fxmR7cbiufQj}\t"	[160, 20887.0]
"{1JUykF46aKocyQMb8TU3xvpLUpotTALFNz}\t"	[161, 12999.0]
"{1JVA3iS4DwiPxjMnyY4munbMMBpTZZBPPm}\t"	[162, 5000.0]
"{1JWmr5Y1CiYkqhE7qTWo74W1TGzHf6uDah}\t"	[163, 4018.0]
"{1JWroh8MP6yWMinYDuCmxoAkX7UvvvKBst}\t"	[164, 4560.762]
"{1JX5hS3HyVT3VwnEgvoPLVu6ujPFH7BvrY}\t"	[165, 19999.999]
"{1JXFXUBGs2ZtEDAQMdZ3tkCKo38nT2XSEp}\t"	[166, 5503.4]
"{1JYdudjausg1VUzosifETZbuLAevyPgnza}\t"	[167, 49511.44]
"{1JYwquQaVoMnd45tWCCDq7yncgeG29xpv8}\t"	[168, 43226.369]
"{1JZApirayjnm73Kc5VDiKFNkLm8oZLdJFr}\t"	[169, 8000.0]
"{1JdWnx25o63yMQWY6qsFVsmMbej4zui97Q}\t"	[170, 44133.1339733]
"{1JePc28c4tizqFr8oXbzbQnEGc4rhzPxVK}\t"	[171, 7114.39833337]
"{1JeT1szm6Xguqe34VhSZhuQDSiQsWcJnmE}\t"	[172, 5000.0]
"{1JevQLpYsKAt2STFZWmQ8TTAfjSC8RTGdJ}\t"	[173, 4999.1]
"{1JfbUe9UdUQrvH75qg8RkmyFCeTpqUhePE}\t"	[174, 23987.29370361]
"{1Jfz35JognNZRLAKbp8BnCuUWMmExQotf7}\t"	[175, 9000.0]
"{1JfzZ4fBVH4vd88ApnhWTqHppk59AHe2Nf}\t"	[176, 9000.0]
"{1Jjun6CT7GMYSiF6ZPgTAgWXWCkAcbxjVV}\t"	[177, 5624.54106172]
"{1JkXvE1GCZTASmDrwcPffdTWGaVcmH5XNm}\t"	[178, 4074.89148884]
"{1JnjpxBSBEGFawqtDLPGHjr9MohttB4CcN}\t"	[179, 4297.34726527]
"{1JoktQJhCzuCQkt3GnQ8Xddcq4mUgNyXEa}\t"	[180, 217517.63438199]
"{1JowaTFLbsKufRWrag8kLQjV4FpNKrgDGZ}\t"	[181, 6500.0]
"{1JpwLDZNCu5Cmoj3JuSx732hAWidL2AaRb}\t"	[182, 4856.30833666]
"{1Jq7KhGX7NLY3UM76qa7buV2LUjU76FLzS}\t"	[183, 7871.673522]
"{1Jrdp7GMaRjxr7RvFubGMzgiQhhYaC1kU8}\t"	[184, 4020.0]
"{1JsRXs51uryg9PgfPrn9oymUpVjytfePY5}\t"	[185, 7411.43219167]
"{1JsVdtXZHKnuzUihEjCPyRm5EEcxRjWGEh}\t"	[186, 21000.0]
"{1JtzB1QMTR3wuwrx4BfkUpWKkVHHEDPcH6}\t"	[187, 4587.82114682]
"{1JwkLrJn2TpTuycBtc4TsWxAWCZ1wJ4ibQ}\t"	[188, 4281.31627313]
"{1JxG9vzbEiqFLceo9dc8EkiZiGD4m7uPk3}\t"	[189, 4290.0]
"{1Jy7qVfbtq914DEkhD1oYvvKZbXA9pqBpw}\t"	[190, 6000.0]
"{1JyxXVePdfFTstQkXvPTUw6nQzQS6sq2Wy}\t"	[191, 10022.0]
"{1JzXEhgFwyDWLbsaAfF7miC9jRMor8oVbj}\t"	[192, 4760.19629633]
"{1K1zqUv8PqqaYLE1QuzwwofdmGCE9Nhic5}\t"	[193, 5905.57365205]
"{1K565Ck5n67FnJsiUY5x7qjyFUR4p1qm12}\t"	[194, 5999.9999]
"{1K6hEjGdvKLKLfHXvUcvg4yKMdatBrox2t}\t"	[195, 4803.62042235]
"{1KABGTcuvcZKenA6pF47ksi6np1HUkmSah}\t"	[196, 4977.48281035]
"{1KBAV2qAJJepkT1W8HWnit3NtBKTSRGmpi}\t"	[197, 6254.65529893]
"{1KD1BzgovvAYsveG1t6667KCu4MGVs8xae}\t"	[198, 5220.39549119]
"{1KDjZtesQ7tJxbrfvsmnYYwHzSE9jCiaoZ}\t"	[199, 6111.28185925]
"{1KFB48JFVYsmG6UBHbXPkQ3LfypSFLaepd}\t"	[200, 6147.05583731]
"{1KHpDEVBHw37dqbBW2eUKVmh5itiATyWEP}\t"	[1, 5993.68106041]
"{1KJZfYWPQx3xsgPQQJ1xyezoTbiCXsvS3s}\t"	[2, 7104.2595517]
"{1KKFKctqS51nrjeH8ocGQsi5vfBLrMPha3}\t"	[3, 5000.0]
"{1KKL39qCCTafzohqN7qBzk6BWSxr35VuXX}\t"	[4, 4310.09300141]
"{1KMxwCmLajVTjq8YF4u42nNStHRW6LosKS}\t"	[5, 4135.24122909]
"{1KND4UL2xD3a1c4je1aZYqixc2P2PSqric}\t"	[6, 5000.0]
"{1KPui1VY31VtrEEtju17QfjWE98m8e8FHG}\t"	[7, 4428.5761464]
"{1KQsZPanNKeyfjwEQvRkx5h5P6m6KaeGCb}\t"	[8, 4810.6222796]
"{1KQznvMhFsaoVhadBjkZ93YzWGR6bb9GyS}\t"	[9, 4415.0]
"{1KRFMHRXjTn5a8jvpFAmpLeybp7MbJpHUK}\t"	[10, 4653.21133]
"{1KSHpKJzHP2SAtfS8iLhgfxrEtN2diB9C3}\t"	[11, 5000.0]
"{1KUAXThFDu95vHaf5rce24DEg9fdbr4Jon}\t"	[12, 25000.0]
"{1KV7CskQxrfSQYCHZvUHNnbJkUSa3vY6PT}\t"	[13, 4859.0]
"{1KVBKPb4e5Vaoao9TPvMFDE1j1gQdd4eme}\t"	[14, 6090.201175]
"{1KVTraW1DWxLWfmpCjaJwRJFTitKiiSSfN}\t"	[15, 6016.8289291]
"{1KVUBmShCcwoimW8kM4duv9VUy7hoQYZRp}\t"	[16, 5000.0]
"{1KWY8i7hoqwHLkkdPrRWHLdgbVPN732GSA}\t"	[17, 7000.0]
"{1KWh52aPZ9pWzhBT2ugTXTSznRAFTj6dcx}\t"	[18, 5000.0]
"{1KWxEStQrPKqJ3x8j61JzKiYcRGRTvM755}\t"	[19, 5000.0]
"{1KXGdGRNeKqHV7t9WTttH2rNoiU3m2Gbj3}\t"	[20, 4113.84400422]
"{1KZuArAUDvjgywt127dPKMdJzzA8bSkGrq}\t"	[21, 7828.17708947]
"{1Ka3vymNjTS6n4bht5d7EMxzLUQDVGP4BD}\t"	[22, 4320.0]
"{1KapAEMwSQRNceRXK64GmNmoijjB3zuHUD}\t"	[23, 4768.9997]
"{1KbT2W9E7189K2i5XoVHFZxnynXf6q7ZLe}\t"	[24, 9418.92309763]
"{1KcAt5s7fpPPVHzVpT15weSeSFEwTm83dC}\t"	[25, 5677.0]
"{1KcdfjqDYcYJVbhVm3gRc7qdCknXcUVwxs}\t"	[26, 5889.66575799]
"{1KeLxeFSVa451oAtLUWaAhzAu7W8HXv3Tg}\t"	[27, 5102.8995]
"{1KecDYadohxk8MCDqKF8SBEMhCUNveAsCj}\t"	[28, 180000.0]
"{1KfB1FKWeLWV62BuoZUC8LTFMFwJQTfKMj}\t"	[29, 6080.90192097]
"{1KgTpWcgHemwX7FxzPVmCDMAP85QiHEKC}\t"	[30, 8849.80118642]
"{1Ki4eqjL5aDb5dYyjVTWhnBjUyc61M3uVZ}\t"	[31, 10099.996]
"{1KiYF1ziSixT519quvXKfmc4zRUkpWQ43h}\t"	[32, 5000.0]
"{1KigvRz8LExHatFHCv9NuWTqUpbLGn1wC8}\t"	[33, 4365.0]
"{1Kj1JNh1mpLLEYn3KXo3VGCndwY2DUoKMo}\t"	[34, 6000.0]
"{1KjCQRuXM6K4ZFetmAFmVDjTb2CxT89D7m}\t"	[35, 11500.0]
"{1KjF3D1BxzXyqQeQHu688gPwbVQ9CytX13}\t"	[36, 8471.5212549]
"{1KkDLURW8PvWL6aVePqnvj25j57KgYftBS}\t"	[37, 4660.0]
"{1KkKTSvuzmU5HqXU5TR2EceqpKQmmf3Amj}\t"	[38, 4512.5185119]
"{1Kkrk1MNRL2otqzohbXPyx8mbh9hyQEwbZ}\t"	[39, 7102.16533646]
"{1KoPkBdkoVYmwew7Xq1eqXyWd7rDiCeCby}\t"	[40, 6692.79298163]
"{1Kpd1Qk2JMMJpYJpCuyZqQS784xq7EmdVc}\t"	[41, 4185.0]
"{1KpkEioRdNjeBp1veWvqS3VooWKs4PyMPS}\t"	[42, 8333.31829736]
"{1Kq6sr5A9bM82u1vRTByjCvvixm5dxwQuV}\t"	[43, 45592.95]
"{1KrC5YEk6u631Y1PQMWDg5wvHpe8fTfWyP}\t"	[44, 4908.89910228]
"{1KrTe6532GkbrMDcE3mHgDdmcTUhGfBkmH}\t"	[45, 4657.20354828]
"{1Kt21K1SnPGGqo8iEVdTgLk8BsWoDsewdr}\t"	[46, 49161.77]
"{1KtK2U7fwfGDEmvbqWR3dPceZkJLQ6Px11}\t"	[47, 7399.9999]
"{1Ktndwaf57BNiQQdahssar6Leuaj8NTfsm}\t"	[48, 4287.0]
"{1KuzovC5HUp9juDfEt8hGBJN2afik2Advn}\t"	[49, 4999.0]
"{1KvfcovLAxfshSFjCviD6BrPXeyPJJg247}\t"	[50, 7991.0]
"{1Kvgyhq4wpr1g6UHYK8xyTT7RrELp7gUQi}\t"	[51, 4999.9]
"{1KvvQoJkC2E4ZBm3a7rVfA7LQ158HVBu7D}\t"	[52, 25916.12807001]
"{1KwuWp9MBTFg5DSP5Lkg93QdiMfSWUSvD5}\t"	[53, 10000.0]
"{1Kx6Gbci8P6MJ73kWcd7YjPhsZMSbL89mo}\t"	[54, 10000.0]
"{1Kz749hDt2LNAxffnDqUjGFxUBURL2DtLb}\t"	[55, 7108.10380116]
"{1KzGUoZSURPA7JQJ3QfkxwRLyV9U7ffJHj}\t"	[56, 4990.77224317]
"{1L1dHENPDMpjgZGHf59F32mg7oUf742YG9}\t"	[57, 4783.56572301]
"{1L1wkH5Bu872SCk5AJuCzsu6QarZvPbhgg}\t"	[58, 5942.02722058]
"{1L3bHFCgh9kEM1Bc89bRbozGBjfXqkBmkk}\t"	[59, 10505.99207499]
"{1L3dAPmfnVwyQ7es9zkGdRDdRmwRcJEmeU}\t"	[60, 4109.96552183]
"{1L459nmJ3GJQNv7oUwEqgRF7tmt3MD2Dm2}\t"	[61, 5000.0]
"{1L4TuuUdk2ouC9XEw8nb5Z2d38HT4bsjAg}\t"	[62, 7283.96709196]
"{1L4fE8xcPnvJwVvYmTS2WPnFJbsd4HHbub}\t"	[63, 5000.0]
"{1L4ioTrn2S2Z3sz9g9LkiNaBTTEJDVPDDp}\t"	[64, 4397.57552061]
"{1L5vt1HUeD1VZNBdvraHeWBDaEGjfrjBdW}\t"	[65, 9997.19]
"{1L6QDHZVHnvPnEuF2pzmMPr1N3pz5iH8eU}\t"	[66, 25000.0]
"{1L7FLGEVCPTAAWFQ1CNJHBRAojBZkXXenU}\t"	[67, 5113.3422633]
"{1L7SRTH7EVjvLdLCNxHattak9tg6xgggKR}\t"	[68, 4640.0]
"{1L8CdYTiGjSPjBhi7wJWFxa47u7xEFFct7}\t"	[69, 4791.88335676]
"{1L9tLQavZhYd84FFEDhPsASU3iFj81xfwr}\t"	[70, 4814.53539543]
"{1LAqznr4g1RbVpf4zpR9FUVe6LBaARAqCX}\t"	[71, 4913.92658519]
"{1LB2pLyhxy4RLTrTi6tGwGVCmvi9rCJvew}\t"	[72, 4796.23275841]
"{1LBE6pvkWuLQRss16F3ZksGP53dFftVisT}\t"	[73, 6637.85767296]
"{1LBWVsgwUpsyRc6K14xjzKk9okNBu4TaSv}\t"	[74, 6761.08006214]
"{1LBz4vN4vRG1Pg8pg95tjrVpvhfPd343rh}\t"	[75, 10000.0]
"{1LCERH5gFS2oqtPimNDq335x3utnZEgdQN}\t"	[76, 4770.70138]
"{1LCamSUwZeFi6cj7uthKZAd79rwyerrxJW}\t"	[77, 22000.0]
"{1LDWDufjU5ATbozDZY3uChb7oPAbDaiB7K}\t"	[78, 5000.0]
"{1LF41AXaup462bmreDNaBe5kqyXkZsiciU}\t"	[79, 4424.24495102]
"{1LFCFZbn3icJm9RuYZwfBP7xbZWJzhkfom}\t"	[80, 4565.0]
"{1LFpLPNvpJbAK59hFPeWEnZt2bL1bubyB2}\t"	[81, 4305.71925]
"{1LFrnCA4YbzaRJRgp2cCiGkNot2eAQxPcg}\t"	[82, 4064.51318677]
"{1LG3GWDy4NBeLPCqbUVL5XaDAQWmySuFfi}\t"	[83, 4016.58378222]
"{1LG5WcGSWNAks8ehw1tAhK8kgXDTAhFNbm}\t"	[84, 7090.7620437]
"{1LG7B2Y1GZA9RoVNnVDbi4qhA3nTy7qiU2}\t"	[85, 5993.30879239]
"{1LGKJKzCBszNvjY95H39CA9ryumKrrCSXR}\t"	[86, 24510.9209799]
"{1LGyrf3ujKZjiHjAnK3QYtyLGHLmns24Yu}\t"	[87, 8000.0]
"{1LH6Q1ZXvdQepz8hfQd7kx6XHrggz1VkzD}\t"	[88, 15006.0]
"{1LHJWXQjX6dAHteMPRj7Fe3eDM2vxDibxm}\t"	[89, 4820.47321]
"{1LHgsBSi9fb4z6a73xvqm54RFpP31743s8}\t"	[90, 14674.83854578]
"{1LLVBSNFx3wrKzKVXrPx6rSKJXFp3ELDHi}\t"	[91, 9969.99]
"{1LMY4ndgiYRKug4rrvsiwdt7Q9aDFf9WR5}\t"	[92, 4999.990012]
"{1LMpn5jhtq5stXqYVkxV1GEDzkqUR3uu6b}\t"	[93, 6633.80323344]
"{1LNmPzKY3VGnSRjjCvnkKCmjvvWJyTxeS4}\t"	[94, 5000.0]
"{1LPPzDNfx5ETKGwEpY8EVaTdi3Qz5cg1ic}\t"	[95, 4857.15748426]
"{1LPaBQDXUkzav1hNAHZKpAf1upqjzuoprU}\t"	[96, 15954.35]
"{1LPxaqDkDyRZ6YvXi3EstD6Kokzy4fv4XD}\t"	[97, 4109.82427406]
"{1LRGw8dXN9FTFNLeiZSxLAseMKiwM166bE}\t"	[98, 5000.0]
"{1LSAsMmYmgHrJamRoJ1pEQ5UCKx6CGptLq}\t"	[99, 4310.0]
"{1LSqdhZU86hggYjTXsxmGRirQMRUyodLyp}\t"	[100, 4649.62]
"{1LVJ2PpfxL3fiyRxWdkYDGMCJ61mFYtu6F}\t"	[101, 7316.47918995]
"{1LVUFEziubQAiFBUMc37MyVy7FENuckUB7}\t"	[102, 4638.02503]
"{1LVkQpeDKVKe3RJpAcujoKJC6qom1e329m}\t"	[103, 6308.2495]
"{1LVupv9yNy1wxSvux6Ynhro5pKpUuD4xNd}\t"	[104, 11636.1633508]
"{1LWUJPKzD45PixRs5YD6hT85dZTmoyBzkK}\t"	[105, 4705.45402769]
"{1LWqn6Qqr6t8wRecAWTnG2NGoAZtCx51rn}\t"	[106, 7875.35005433]
"{1LXKRGBz2SxnzFSntQtiRWbPnpjsF73iZn}\t"	[107, 7095.03088586]
"{1LaCZiNXPsM3dvSoKrsAHjtWpW3BDA6Htw}\t"	[108, 4895.1919369]
"{1LbYBfxv3sRQhss5BtcBqcFbz2GmQgFB2n}\t"	[109, 4004.8185602]
"{1LbYJwCetWVijJMKFhHinp66KdkkQb9E5w}\t"	[110, 6042.27330644]
"{1Le6MkiTvkorvC1JwYXzQUSfqA3ebzGW7N}\t"	[111, 10000.0]
"{1LeTkSgBxSLmkwRWvr7PtetJ6PMviPpQC8}\t"	[112, 4084.04375577]
"{1LfHi5L7c2RawQWE3M3w16dHAQrfoMkSWH}\t"	[113, 7000.039]
"{1LfsRHAPTPtQx8DSe3oNbX4oZbwTKFTcAL}\t"	[114, 4632.45172197]
"{1Lg5mS1Cdjj2cbkuRUq1E8M8T3v2vtFERa}\t"	[115, 4227.18803881]
"{1LiB9pMw1bNxxePix6khMfwVf56Z5qeHZd}\t"	[116, 10000.0]
"{1LjQKqSP2PBv7pSyMoxsgKWn5zzg5RGshz}\t"	[117, 35239.9959]
"{1Lmp4R77KbyjJDPqYAcN41FEGhK6jKY25f}\t"	[118, 4273.64074429]
"{1LnArZXAJuZWzPjtP6NZUYLd8hjHUA5UDD}\t"	[119, 5000.0]
"{1LnxA2dWRTcNg2MfyK5YNRKdrTwavSTfjN}\t"	[120, 4616.61890457]
"{1LnyAwAn3QYQrte5eykMR29k6CkhTu4m4W}\t"	[121, 49511.441]
"{1LoRADi6nK94WUJDdoJgo1FnGUiQJKCGnA}\t"	[122, 4743.95029277]
"{1Lptt8BpsANUNdkysWSornsbmBK88bYrNt}\t"	[123, 7998.0]
"{1Lqag1HryWNETDZy72ZwNsTGhrnNij9iqJ}\t"	[124, 4803.8006718]
"{1LrxzMN7NSYBR8o5rrGJdVXf4zPqvv2nCX}\t"	[125, 5833.23543218]
"{1LsfG61gjDVTFLN1Lnsykg9B5hPdnCSbwd}\t"	[126, 4222.56466706]
"{1LsnLZ7Hs8jy5jELk6oZYwNzBXGj7eZufQ}\t"	[127, 6105.38055581]
"{1LtRVW6YT1yr33GnkqCsbemc7TuQVu3tK4}\t"	[128, 4965.0]
"{1LtyBE7Rjc1im3dNHpzFf6cWpEi2p5K2WY}\t"	[129, 4210.0]
"{1Lu18Yf1KXBCvQw4C9MGRkHyw3CW3W3UTP}\t"	[130, 9000.0]
"{1LuM7734wLu8B6CF4NLw9Ssf4xCgjoNWbn}\t"	[131, 9999.0]
"{1LumGY6DRk6nSwEoWCGdXzFCsa9q8Tc37g}\t"	[132, 8000.0]
"{1LvChWm5KSkgBZcZZtej8UKaLgGtWRDxxe}\t"	[133, 4268.78042502]
"{1LwDkFMGqeq5Vc5KfSxe9J7fgKfUbcFBm7}\t"	[134, 4329.15194018]
"{1LwKxAeu5YRMYFLzxyvVwRCm2Mss7zthHE}\t"	[135, 4769.43957532]
"{1LwfPsoiSYsm5qMvfzfJRLadfiP8yNQ29N}\t"	[136, 4228.2153]
"{1Lx9sioEJgFxkd2u5FUSxNtC5Lt5t8wv5b}\t"	[137, 19480.0]
"{1LxnYoohcrjuYoDAUbtTK1kggcf3cQhfk8}\t"	[138, 4155.54]
"{1LzfozGTGv5xp2fkEZT9NJWWvY8uuYJvir}\t"	[139, 5504.02268464]
"{1M1nZkvbTz62Z1prsemkXgBziEB45oknU8}\t"	[140, 5179.5071056]
"{1M1yGgeQbFQ7fbn5wxw7sTSVopRiGEZpeX}\t"	[141, 5000.0]
"{1M23UfDPr4C22PYqwAi6gEoes6mMR3Fe8M}\t"	[142, 24248.5106962]
"{1M2FGnHgzvJbfJvY8JypsweN7euTbjpEed}\t"	[143, 9401.35024595]
"{1M2YF9LeSLj3TefoXY444gX7WDVnza2TVt}\t"	[144, 8052.0]
"{1M2biNqUgA5E92PM73QZxc94NVsVTVY84K}\t"	[145, 19732.48716]
"{1M3D7nwPvqdaY56MoDayP189UQiJQTRwrz}\t"	[146, 4695.0]
"{1M3TUKp9Cpg4RTJRJecdkZCnxDS1cvSoT}\t"	[147, 6797.31424546]
"{1M6caeeVcNp6WWjVtuSnCX9ved1zSmp2uP}\t"	[148, 4538.44182451]
"{1M83TgCY4UUA6GnenaXdhXVQXPUwX8mtc9}\t"	[149, 4720.0]
"{1M87qiAbZpew1A7Scgq9G8odgMowufrg1N}\t"	[150, 4498.12546894]
"{1M9jbRKhuwxjbpKod3AvD7rGqvHfixd2H8}\t"	[151, 9660.52630926]
"{1MAKkk7QYbyA4wb4TASEX1KuYv9yYNpMrA}\t"	[152, 7012.60339064]
"{1MAsJAmXhoxGd4W1osDbGDP9s96YxLSj9V}\t"	[153, 4741.30469921]
"{1MD1k6yuiSrKwn9qXPsE7MAnBYLBTnpSR4}\t"	[154, 4996.98]
"{1ME3YFxWzJvcAqpt4PVNfjFJCgK6qQXBP2}\t"	[155, 10000.0]
"{1MEJTPW1ayMavNX51a92vKc5cZEGW46eFo}\t"	[156, 5245.39337587]
"{1MEqUN2SmJyzY2BfKPxhvWgPiGpwt8m17g}\t"	[157, 4240.0]
"{1MFPSyiG8yzsjdN2ZS1aPkLMK2WsWUafv7}\t"	[158, 20739.9954]
"{1MFcvRxJeaefyjxXPfGWNghKsTanGRQqXi}\t"	[159, 5596.91837883]
"{1MGZkTPaTiAtn4spPNLZb4rmhmMwVBwKoN}\t"	[160, 10000.0]
"{1MGZzajJ1FMZ5u7RMiGEZ7bEGGBgQu4pd5}\t"	[161, 6978.97385373]
"{1MHX1NcT6jFgP5kuQaJgynSSTUNuj5CTXC}\t"	[162, 5000.0]
"{1MHiwZjPFG37rhgsnwcrXu47nv5v8SBpAH}\t"	[163, 4160.0]
"{1MKWyPHpnFtDJ2aSy6pM1ExFELgWuvVT7A}\t"	[164, 16212.8320479]
"{1MLGEKzpKqfUKGgqHy16o65b7NkLyWDri5}\t"	[165, 20000.0]
